date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:14	200493/200493	---M--	200	added ('OK')	image/jpeg	etag:%22575996a4-30f2d%22	http://unicaevents.ancorathemes.com/wp-content/uploads/2015/11/home4-1-1740x980.jpg	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/wp-content/uploads/2015/11/home4-1-1740x980.jpg	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:15	81083/81083	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2012:30:29%20GMT	http://unicaevents.ancorathemes.com/books-to-read-before-starting-your-agency/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/books-to-read-before-starting-your-agency/index.html	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:29	181429/181429	---M--	200	added ('OK')	image/jpeg	etag:%22575996bc-2c4b5%22	http://unicaevents.ancorathemes.com/wp-content/uploads/2015/11/Depositphotos_7799558-1740x980.jpg	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/wp-content/uploads/2015/11/Depositphotos_7799558-1740x980.jpg	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:31	80771/80771	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2012:30:44%20GMT	http://unicaevents.ancorathemes.com/how-to-plan-an-event/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/how-to-plan-an-event/index.html	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:32	129644/129644	---M--	200	added ('OK')	image/jpeg	etag:%22575996dc-1fa6c%22	http://unicaevents.ancorathemes.com/wp-content/uploads/2015/11/Depositphotos_9428906_original-1740x980.jpg	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/wp-content/uploads/2015/11/Depositphotos_9428906_original-1740x980.jpg	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:34	80782/80782	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2012:30:46%20GMT	http://unicaevents.ancorathemes.com/planning-a-graduartion-party/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/planning-a-graduartion-party/index.html	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:34	90071/90071	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2012:30:47%20GMT	http://unicaevents.ancorathemes.com/all-posts/page/2/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/all-posts/page/2/index.html	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:37	69321/69321	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2012:30:49%20GMT	http://unicaevents.ancorathemes.com/all-posts/page/3/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/all-posts/page/3/index.html	(from http://unicaevents.ancorathemes.com/all-posts/)
17:59:42	29343/29343	---MC-	200	added ('OK')	application/rss+xml	etag:%22851a15ba43fe7749b6128f37d7996105%22	http://unicaevents.ancorathemes.com/category/masonry-2-columns/feed/	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/category/masonry-2-columns/feed/index.html	(from http://unicaevents.ancorathemes.com/category/masonry-2-columns/)
18:00:01	291151/291151	---M--	200	added ('OK')	image/jpeg	etag:%2258e0dafb-4714f%22	http://unicaevents.ancorathemes.com/wp-content/uploads/2015/10/Depositphotos_48484057_original-1740x980.jpg	C:/Users/Admin/Desktop/demo-event/unicaevents.ancorathemes.com/wp-content/uploads/2015/10/Depositphotos_48484057_original-1740x980.jpg	(from http://unicaevents.ancorathemes.com/all-posts/)
